NOM DANS LISTING,ADRESSE,Latitude,Longitude,Zone
LABOSUD LA GRANDE MOTTE,"79 Place Paul Valéry, 34280 LA GRANDE MOTTE",43.5578027,4.0886945,4
LABOSUD MONTPELLIER CLINIQUE ST JEAN,"2 place de l'Europe, 34430 SAINT JEAN DE VEDAS",43.569857,3.8366666,1
LABOSUD PEROLS,"Allée Jacques Brel, 34470 PEROLS",43.5617469,3.9519413,10
LABOSUD SAINT JEAN DE VEDAS,"142 Esplanade Ortet, 34430 SAINT JEAN DE VEDAS",43.5766003,3.8305957,1
MAIRIE DE CANDILLARGUES,"5 rue Victor Hugo, 34130 CANDILLARGUES",43.6202393,4.06867,4
MAIRIE DE CASTRIES,"4 avenue de la Promenade, 34160 CASTRIES",43.6776513,3.98538,4
MAIRIE DE LAVERUNE,"Boulevard de la Mairie, 34880 LAVERUNE",43.5846746,3.8040632,1
MAIRIE DE LE CRES,"Place de la Mairie, 34920 LE CRES",43.3467986,2.9620157,7
MAIRIE DE MAUGUIO,"Place de la Libération, 34130 MAUGUIO",43.6164707,4.0092747,4
MAIRIE DE MUDAISON,"Place de la République, 34130 MUDAISON",43.6490527,4.0412781,4
MAIRIE DE PEROLS,"Place Carnot, 34470 PEROLS",43.5638682,3.9536824,10
MAIRIE DE SAINT AUNES,"Place de la mairie, 34130 SAINT AUNES",43.6352635,3.9645109,10
MAIRIE DE SAINT BRES,"14 place de la Ramade, 34670 SAINT BRES",43.663772,4.0318219,4
MAIRIE DE SAINT CHRISTOL,"60 Av de la Bouvine, 34400 SAINT CHRISTOL",43.7278379,4.0802145,4
MAIRIE DE SAINT SERIES,"Avenue des Cévennes, 34400 SAINT SERIES",43.7362189,4.1010183,4
MAIRIE DE SAUSSAN,"1 rue de la Mairie, 34570 SAUSSAN",43.5709554,3.7751764,1
MAIRIE DE VALERGUES,"Place de l'Horloge, 34130 VALERGUES",43.6673776,4.0620902,4
MAIRIE DE VILLENEUVE LES MAGUELONE,"Place Porte St Laurent, 34750 VILLENEUVE LES MAGUELONE",43.5330973,3.8620438,10
MAIRIE DE VILLETELLE,"Place Saint Géraud, 34400 VILLETELLE",43.733862,4.1398556,4
MEDHIATEQUE CASTRIES,"15 avenue de la coopérative, 34160 CASTRIES",43.6760896,3.9817402,4
MJC DE MAUGUIO,"527 avenue du 8 Mai 1945 , 34130 MAUGUIO",43.6187039,4.0073347,4
OFFICE DE TOURISME,"2 place de la République, 34440 NISSAN LEZ ENSERUNE",43.2893485,3.1285284,11
OFFICE DE TOURISME LATTES,"1 avenue de Montpellier, 34970 LATTES",43.5681009,3.9018851,10
RÉSIDENCE L'ENSOLEILLADE,"Avenue de l'Agau, 34970 Lattes",43.5761937,3.9069338,10
RESIDENCE PERSONNES AGEES LA ROSELIERE,"4 allée du 8 Mai 1945 , 34590 MARSILLARGUES",43.664426,4.18047,4
RESIDENCE SENIOR LES PALATINES,"1 av de l'Ancienne Cave Coopérative, 34590 MARSILLARGUES",43.6657741,4.1729367,4
ZEPETRA,"153 rue Alphonse Beau de Rochas, 34170 CASTELNAU LE LEZ",43.6392045,3.9294337,10
AVEC MES AIDES A DOMICILE,"9 Parc d Activité de Camalce, 34150 GIGNAC",43.6498287,3.5474114,5
COMMUNAUTE DE COMMUNE LA DOMITIENNE,"1 avenue de l'Europe, 34370 MAUREILHAN",43.3551879,3.1277181,11
COMMUNAUTÉ DE COMMUNES MINERVOIS,"35 route Oupia, 34210 OLONZAC",43.2840497,2.7390255,13
COMMUNAUTÉ DE COMMUNES SUD HERAULT,"1 allée du Languedoc , 34620 PUISSERGUIER",43.3668361,3.0546095,7
EPICERIE AMALRIC HELENE CRUZY,"14 avenue St Pons, 34310 CRUZY",43.356518,2.940428,7
INTERMARCHE CONTACT,"1827 ravenuede Toulouse, 34070 MONTPELLIER",43.585573,3.851607,10
LABOSUD PEZENAS,"Place du 14 juillet , 34120 PEZENAS",43.4607567,3.4251791,6
MAIRIE DE BASSAN,"17 chemin Neuf, 34290 BASSAN",43.4103252,3.2552076,3
MAIRIE DE CESSENON SUR ORB,"Plan Jean Moulin, 34460 CESSENON SUR ORB",43.449596,3.0490915,7
MAIRIE DE COLOMBIERS,"Carrefour Des Droits De L Homme , 34440 COLOMBIERS",43.3126218,3.1401215,11
MAIRIE DE MONTADY,"3 avenue des Platanes, 34310 MONTADY",43.3308772,3.1211228,11
MAIRIE DE MURVIEL LES BEZIERS,"Place Georges Clémenceau, 34490 MURVIEL LES BEZIERS",43.4398771,3.1435736,3
MAIRIE DE PUIMISSON,"2 rue Tour du Château, 34480 PUIMISSON",43.4397328,3.2057935,3
MAIRIE DE PUISSALICON,"Place de la Barbacane, 34480 PUISSALICON",43.4581014,3.2356084,3
MAIRIE DE PUISSERGUIER,"10 boulevard Jean Jaures, 34620 PUISSERGUIER",43.3677033,3.0408217,7
MAIRIE DE ST GENIÈS DE FONTEDIT,"4 cours Napoléon, 34480 SAINT GENIÈS DE FONTEDIT",43.4680921,3.1797568,3
MAIRIE DE ST PONS DE THOMIERES,"RUE VILLENEUVE , 34220 SAINT PONS DE THOMIÈRES",43.4880133,2.7606787,13
MAIRIE DE THEZAN LES BEZIERS,"Place de l'Hôtel de Ville, 34490 THEZAN LES BEZIERS",43.4216174,3.1691069,3
MAISON DE LA PRESSE,"2 rue Pierre Sirven, 34530 MONTAGNAC",43.480392,3.482838,6
MJC SERVIAN,"Boulevard de la Lène , 34290 SERVIAN",43.4278677,3.297553,3
PISCINE MURIEL HERMINE,"105 grand Rue, 34290 SERVIAN",43.4259407,3.3031005,3
TABAC PRESSE HIDALGO EVELYNE,"Avenue St Pons, 34310 CRUZY",43.3558446,2.9413531,7
BIBLIOTHEQUE MAXIME ROUQUETTE,"14 RUE LOUIS BLANC , 34800 CLERMONT L'HÉRAULT",43.6283831,3.4313239,5
COMMUNAUTÉ DE COMMUNES ORB ET JAUR,"Avenue de la Gare, 34390 OLARGUES",43.5563707,2.9146355,2
GOLF DE LAMALOU LES BAINS,"4679 Route de St Pons, 34240 LAMALOU LES BAINS",43.5871792,3.0787705,2
LE PANIER DE PROVENCE,"3 rue Sur Le Puits, 34600 BEDARIEUX",43.6154985,3.1583434,2
MAIRIE DE BRIGNAC,"Place de la Mairie, 34800 BRIGNAC",43.6229041,3.4733468,5
MAIRIE DE CLERMONT L'HERAULT,"Place Victoire, 34800 CLERMONT L'HERAULT",43.6276531,3.4292338,5
MAIRIE DE LA TOUR SUR ORB,"Avenue du Château, 34260 LA TOUR SUR ORB",43.6540256,3.148851,2
MAIRIE DE LE POUGET,"Route Neuve, 34230 LE POUGET",43.5911993,3.525407,5
MAIRIE DE ST GENIÈS DE VARENSAL,"Village Plaisance, 34610 SAINT GENIES DE VARENSAL",43.681143,3.003961,2
MAIRIE D'OCTON,"13 avenue des Platanes, 34800 OCTON",43.6552422,3.3043172,12
MAISON CEVENOLE DES ARTS ET TRADITIONS,"12 rue du pont, 34610 SAINT GERVAIS SUR MARE",43.6521324,3.0404776,2
MEDIATHEQUE MAX DERRUAU,"2 rue Carnot, 34310 CAPESTANG",43.3274898,3.0431801,7
MEDIATHEQUE MAX ROUQUETTE,"19 avenue Abbé Tarroux , 34600 BEDARIEUX",43.6184589,3.1554911,2
OFFICE DE TOURISME MONTPELLIER,"30 allée Jean de Lattre de Tassigny, 34000 MONTPELLIER",43.6099217,3.8813068,10
MAIRIE DE NISSAN LEZ ENSERUNE,"1 place de la République, 34440 NISSAN LEZ ENSERUNE",43.2893485,3.1285284,11
OFFICE DE TOURISME PALAVAS,"Phare de la Méditerrannée , 34250 PALAVAS LES FLOTS",43.528352,3.931201,10
OFFICE DE TOURISME LAMALOU LES BAINS,"1 avenue Capus, 34240 LAMALOU LES BAINS",43.5958896,3.0816201,2
OFFICE DE TOURISME LUNAS,"Chemin Redigardi, 34650 LUNAS",43.703212,3.193237,12
OFFICE TOURISME TERROIR  ST CHINIANAI,"1 grand'Rue , 34360 SAINT CHINIAN",43.4213227,2.94642,7
,Esp. Des Troubadours 34330 La Salvetat-sur-Agout,43.601204,2.7036592,13
SUPER U ET DRIVE,"Avenue du Général de Gaulle , 34700 LODEVE",43.7247097,3.3215713,12
CLINIQUE DE LA LIRONDE,"Lieu dit Fronfège , 34980 SAINT CLEMENT DE RIVIERE",43.682392,3.854388,1
COMMUNAUTE DES COMMUNES,"25 allée De L'Esperance, 34270 SAINT MATHIEU DE TREVIERS",43.7740612,3.8686484,8
INTERMARCHE MEZE,"Avenue du Général de Gaulle, 34140 MEZE",43.4259295,3.6026719,6
LABOSUD JUVIGNAC,"60 rue Saint Georges d'Orques, 34990 JUVIGNAC",43.611145,3.816431,1
L'AMUSE THEATRE,"Domaine du Mas du pont , 34920 LE CRES",43.666498,3.931707,10
MAIRIE DE ANIANE,"Place de la mairie, 34150 ANIANE",43.6842421,3.5867221,5
MAIRIE DE ASSAS,"2 avenue de Castries, 34820 ASSAS",43.7030332,3.9047931,10
MAIRIE DE CLAPIERS,"5 grand Rue Marie Lacroix, 34830 CLAPIERS",43.6571603,3.8876231,10
MAIRIE DE CLARET,"1 place de l'Hermet, 34270 CLARET",43.8612553,3.9062495,8
MAIRIE DE COMBAILLAUX,"3 rue des Remparts, 34980 COMBAILLAUX",43.6769563,3.7667716,1
MAIRIE DE LAROQUE,"35 avenue des Platanes, 34190 LAROQUE",43.9242631,3.7213763,8
MAIRIE DE MONTARNAUD,"80 avenue Gilbert Sénes, 34570 MONTARNAUD",43.6454264,3.696761,1
MAIRIE DE MONTAUD,"Place de l'Église, 34160 MONTAUD",43.7520456,3.9549796,4
MAIRIE DE MONTPEYROUX,"1 Place de la République , 34150 MONTPEYROUX",43.695325,3.504221,5
MAIRIE DE PRADES LE LEZ,"Place 8 Mai 1945, 34730 PRADES LE LEZ",43.6973286,3.8646069,1
MAIRIE DE SAINT BAUZILLE DE PUTOIS,"1115 avenue du Chemin Neuf, 34190 SAINT BAUZILLE DE PUTOIS",43.9021846,3.7376053,8
MAIRIE DE SAINT CLEMENT DE RIVIERE,"Avenue de Bouzenac, 34980 SAINT CLEMENT DE RIVIERE",43.6754635,3.8445502,1
MAIRIE DE SAINT DREZERY,"Place Cambacérès, 34160 SAINT DRÉZÉRY",43.7339097,3.9819823,4
MAIRIE DE SAINT GEORGES D'ORQUES,"Place de la Mairie, 34680 SAINT GEORGES D'ORQUES",43.610818,3.780693,1
MAIRIE DE SAINT PAUL ET VALMALLE,"1 Pl de la Mairie, 34570 SAINT PAUL ET VALMALLE",43.6256863,3.6754456,5
MAIRIE DE VIOLS LE FORT,"6 plan du Quai, 34380 VIOLS LE FORT",43.742475,3.704154,8
MJC SERVIAN,"Boulevard de la Lène , 34290 SERVIAN",43.4278677,3.297553,3
MJC BOBY LAPOINTE,"Avenue de Vendargues, 34830 JACOU",43.6595065,3.91364,10
OFFICE DE TOURISME DE GIGNAC,"3 parc de Camalcé, 34150 GIGNAC",43.6498331,3.5472653,5
OFFICE DE TOURISME LODEVE,"7 place de la République, 34700 LODEVE",43.7326427,3.3193798,12
OFFICE DE TOURISME LATTES,"1 avenue de Montpellier, 34970 LATTES",43.5681009,3.9018851,10
LE PATIO - MEDIATHEQUE LODEVE,"rue Joseph Galtier, 34700 LODEVE",43.731723,3.3167543,12
PHARMACIE FIGUEROLLES,"28 Rue du Faubourg Figuerolles, 34070 Montpellier",43.6075465,3.8669206,10
ASPTT MONTPELLIER,"237 Rte de Vauguiéres, 34000 MONTPELLIER",43.6054138,3.9055861,10
SPAR,"19 cours Gambetta, 34000 Montpellier",43.6058469,3.8725416,10
CHRISTINE COIFFURE,"22 Boulevard des Arceaux, 34000 MONTPELLIER",43.6119862,3.8642694,10
EGERIM CONSEIL,"16 Avenue d'Assas, 34000 Montpellier",43.613364,3.8667934,10
TABAC PRESSE D'ASSAS,"11 avenue d'assas, 34000 Montpellier",43.612812,3.86725,10
ALIMENTATION DU FAUBOURG ST JAUMES,"29 rue du faubourg saint-jaumes, 34000 Montpellier",43.6145905,3.8700166,10
CAFÉ PITOT,"2 Place d'Aviler, 34000 Montpellier",43.6117431,3.8718036,10
LE FAITOUT,"4 Boulevard Pasteur, 34000 Montpellier",43.6152421,3.8747624,10
POINT CODE,"8 Boulevard Pasteur, 34000 Montpellier",43.615128,3.8753791,10
PETITES SŒURS DES PAUVRES,"4 rue Jeanne Jugan, 34090 MONTPELLIER",43.6164509,3.8770706,10
DRAPEAU ROUGE,"53 rue du Faubourg Boutonet, 34000 Montpellier",43.618349,3.874452,10
LES FLEURS DU BOUTONNET,"71 rue du faubourg boutonnet, 34000 Montpellier",43.6205849,3.8729119,10
ODALYS CAMPUS BOUTONNET,"2 rue du Colonel Marchand, 34090 Montpellier",43.6214532,3.869028,10
ALLO SAVEURS,"4 rue martin choisy, 34000 Montpellier",43.6223983,3.8690026,10
SAURAMPS MEDICAL,"2 Rue Henri Dunant, 34090 Montpellier",43.6263221,3.8667817,10
COIFFURE LE DIAMANT,"145 Avenue de la Justice de Castelnau, 34000 Montpellier",43.6271378,3.8716022,10
,"34 Avenue Charles Flahault, 34090 Montpellier",43.6227381,3.8637325,10
CLINIQUE RECH,"9 avenue Charles Flahaut, 34000 MONTPELLIER",43.621511,3.871582,10
CLINIQUE CLEMENTVILLE,"25 rue de Clémentville, 34000 MONTPELLIER",43.6131189,3.8522014,1
LE SENS SIX,"106 Avenue de Lodeve, 34070 MONTPELLIER",43.6105927,3.8498599,1
CLINIQUE BEAU SOLEIL,"119 avenue de Lodève, 34070 MONTPELLIER",43.60975,3.8482778,1
EGHPAD CITE DES AINES,"190 rue de la taillade, 34070 Montpellier",43.6093769,3.848355,1
PHARMACIE DE LA MARTELLE,"795 avenue de Monsieur Teste, 34070 Montpellier",43.6071345,3.8363622,1
CAVES DE ST GEORGES D'ORQUES,"10 rue de Gignac, 34000 MONTPELLIER",43.6118854,3.8274068,1
PHARMACIE LA CHARTREUSE,"55 Route de Lodève, 34080 Montpellier",43.6147468,3.8260686,1
PIÈCES AUTO CELLENEUVE,"53 Route de Lodève, 34080 Montpellier",43.6147259,3.8264147,1
CAM SALLE DE SPORT,"38 allée Antonin Chauliac, 34080 MONTPELLIER",43.6129821,3.8303056,1
MAISON POUR TOUS MARIE CURIE,"13 allée Antonin Chauliac , 34080 MONTPELLIER",43.612888,3.8305024,1
MAISON DE RETRAITE MICHEL BELORGEOT,"41 impasse des Moulins, 34080 MONTPELLIER",43.617096,3.8316109,1
PHARMACIE DES PINS,"335 paul rimbaud , 34000 Montpellier",43.6186311,3.8464336,1
LA VAPETTE,"656 Avenue Professeur Louis Ravas, 34080 Montpellier",43.6209717,3.8491668,1
BOUCHERIE SELECT,"851 Avenue du professeur Louis Ravas, 34080 Montpellier",43.6217465,3.8467466,1
MAISON POUR TOUS PAUL EMILE VICTOR,"1247 avenue Professeur Louis Ravas, 34080 MONTPELLIER",43.6242014,3.8428078,1
MA PAUSE DEJ,"39 Place sean mac bride, 34000 Montpellier",43.6242687,3.8379699,1
FOURNIL PAILLADIN,"65 Avenue de Lauragais, CCAL St Paul, 34000 Montpellier",43.623192,3.818815,1
MÉDIATHÈQUE JEAN-JACQUES ROUSSEAU,"230 Avenue du Biterrois, 34080 Montpellier",43.6332761,3.8194576,1
FOURNIL DES FRÈRES,"2596 Avenue de l'Europe, 34000 Montpellier",43.6418694,3.8198766,1
APSH34 MONTPELLIER,"284 Av du Professeur Jean Louis Viala, 34090 MONTPELLIER",43.62319,3.844782,1
K&M COIFFURE,"344 Avenue de Fes, 34080 MONTPELLIER",43.6325793,3.8344621,1
EHPAD MALBOSC,"345 avenue de Fes, 34090 MONTPELLIER",43.6343905,3.8318778,1
OPTIQUE D'O,"24 Avenue Aglaé Adanson, 34080 Montpellier",43.6341347,3.8324179,1
SQUASH CLUB DE MONTPELLIER,"15 Rue du Caducée, 34090 MONTPELLIER",43.6425114,3.8352527,1
CFA SANITAIRE ET SOCIAL,"44 avenue Saint Lazare, 34000 Montpellier",43.62353,3.88868,10
CENTRE REGIONAL LUTTE CONTRE  CANCER,"208 rue des Apothicaires, 34000 MONTPELLIER",43.639446,3.844391,1
PHARMACIE DES 4 SEIGNEURS,"675 avenue Abbé Paul Parguel , 34090 MONTPELLIER",43.6378742,3.8593836,1
CHEZ COCO ET ROSETTE,"Rond point de la lire, 34090 Montpellier",43.639352,3.848834,1
L'ATELIER BANETTE,"858 rue de la castelle, 34000 Montpellier",43.5795034,3.8688636,10
CITROËN MONTPELLIER TRESSOL-CHABRIER,"414 Rue du Mas de Portaly, 34000 Montpellier",43.5815333,3.8813418,10
MEDIATHEQUE GARCIA LORCA,"162 Avenue de Palavas, 34070 MONTPELLIER",43.5899855,3.8907585,10
EHPA  MAISONS DE FAMILLE,"891 Avenue Du Marechal Leclerc , 34070 MONTPELLIER",43.5939134,3.8877763,10
MAISON POUR TOUS L'ESCOUTAIRE,"67 rue des Razetteurs, 34070 MONTPELLIER",43.593722,3.854611,10
LABOSUD MONTPELLIER PALAVAS,"100 Avenue de Palavas , 34070 MONTPELLIER",43.5969567,3.8867948,10
MVELO,"465 Avenue du Pont Trinquat, 34070 MONTPELLIER",43.5990776,3.8898017,10
COSTE FABIEN - KINÉSITHÉRAPEUTE,"3 bis Rue Bastide, 34000 Montpellier",43.6013766,3.8809593,10
EHPAD LES GLYCINES,"60 rue Colin, 34000 Montpellier",43.6010578,3.8779755,10
BISTROT DE L'ODYSSÉE,"11 Rue Frédéric Bazille, 34000 Montpellier",43.6028528,3.8802109,10
INTERMARCHÉ SAINT ROCH,"25 place caroline aigle, 34000 Montpellier",43.6039476,3.8777496,10
MATIK LAVERIE ST JEAN,"14 rue Grand St Jean, 34000 MONTPELLIER",43.6048774,3.8763062,10
DAVELAZO,"6 Rue du Grand Saint-Jean, 34000 Montpellier",43.6051221,3.8755111,10
CRÈMERIE DU FAUBOURG,"16 rue du faubourg de la saunerie, 34000 Montpellier",43.605689,3.875236,10
LES OPTICIENS MUTUALISTES,"1 rue du Cheval Vert, 34000 MONTPELLIER",43.605955,3.8738013,10
ATTRAC'FIF,"14 rue André Michel, 34000 Montpellier",43.6060605,3.8735185,10
HÔTEL COSMOS,"7 rue du général campredon, 34000 Montpellier",43.6064658,3.873158,10
GRANIT,"29 boulevard du jeu de paume, 34000 Montpellier",43.6072705,3.874775,10
FUTON BOUTIQUE,"33 boulevard du jeu de paume, 34000 Montpellier",43.6071572,3.8750214,10
PHARMACIE DE L'OBSERVATOIRE,"4 Boulevard de l'observatoire, 34000 MONTPELLIER",43.6064444,3.876144,10
LA TRATTORIA,"5 rue de l'ancinne poste, 34000 Montpellier",43.609424,3.878775,10
L'ÉPICURIEN,"6 rue du plan du parc, 34000 Montpellier",43.605965,3.8756777,10
BRASSERIE LAISSAC,"9 place Alexandre Laissac, 34000 Montpellier",43.6062002,3.876282,10
MELISSA COQUILLAGES,"10 place Alexandre Laissac, Halles Laissac, 34000 Montpellier",43.60537,3.876532,10
BOUCHERIE GAËTAN,"10 place Alexandre Laissac, Halles Laissac, 34000 Montpellier",43.60537,3.876532,10
BOULANGERIE - PÂTISSERIE JULIEN MICHEL,"10 place Alexandre Laissac, Halles Laissac, 34000 Montpellier",43.60537,3.876532,10
PHARMACIE DE LA BABOTTE,"4 Place Alexandre Laissac, 34000 Montpellier",43.6056771,3.8766947,10
LA BABOTE,"1 place alexandre laissac, 34000 Montpellier",43.6060184,3.8771004,10
LE COIFFEUR SAINT ROCH,"6 rue Durand, 34000 Montpellier",43.6055582,3.87725,10
LA CHISTERA,"2 bis rue d'obilion, 34000 Montpellier",43.6071038,3.8788693,10
CRIJ,"6 rue d'Obilion, 34000 MONTPELLIER",43.6068731,3.8796087,10
LABOSUD MONTPELLIER LA 32EME,"3 rue de Maguelone, 34000 MONTPELLIER",43.607648,3.87963,10
CINEMA DIAGONAL CAPITOL,"5 rue de Verdun, 34000 MONTPELLIER",43.607748,3.8803434,10
PHARMACIE DE LA COMÉDIE,"1 rue de verdun, 34000 Montpellier",43.6082423,3.8800137,10
PIZZA PAPA COMÉDIE,"13 place de la comédie, 34000 Montpellier",43.6085356,3.8802147,10
ART'COMEDIA - COIFFEUR MONTPELLIER,"1 Place de la Comédie, 34000 Montpellier",43.6082958,3.8787863,10
CARLOS ARTHEMIS,"3 rue de la charrue, 34000 Montpellier",43.6084456,3.8777938,10
C. STORE,"27 rue de l'argenterie, 34000 Montpellier",43.608544,3.8775743,10
LES BURGERS DE PAPA,"1 rue en rouan, 34000 Montpellier",43.60823,3.8771202,10
CASILDA,"7 place saint come, 34000 Montpellier",43.6082964,3.8766505,10
EN TRAITS LIBRES,"1 rue Voltaire, 34000 Montpellier",43.6087141,3.8764846,10
SALON J R,"5 Rue du Plan d'Agde, 34000 Montpellier",43.6083158,3.8759385,10
DOPAMINE,"14 Rue de la Fontaine, 34000 Montpellier",43.6073871,3.8758683,10
LES FILS À MAMAN,"12 rue du petit saint jean, 34000 Montpellier",43.6079915,3.87554,10
L'INSTANT D'ARRÊTS,"1 bis rue du four des flammes, 34000 Montpellier",43.608355,3.876722,10
HAIR SUBTIL - COIFFEUR - COLORISTE - REDKEN,"4 Rue du Petit Saint-Jean, 34000 Montpellier",43.6082479,3.8752416,10
PRINT TEE'S,"31 rue roucher, 34000 Montpellier",43.6079455,3.8749809,10
BRÛLERIE DU COURREAU,"9 Rue du Faubourg du Courreau, 34000 Montpellier",43.6082901,3.8720832,10
